form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation,modern_lemma_count
facht,facht,anfechten,,1515.0,t14148,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t14152,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t14161,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t14183,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
liſt,liſt,lesen,,1515.0,t14195,948,3.612763573587192,226,0.8612706409606598,ENHG,144,Upper German,1,lesen,list,list,li,li,no,no,654360
geben,geben,geben,,1515.0,t14207,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
gan,gan,gehen,,1515.0,t14215,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
ſtan,ſtan,stehen,,1515.0,t14222,2583,9.843637458413204,221,0.8422159807624151,ENHG,9,Upper German,1,stehen,stan,stet,sta,ste,yes,no,1656734
ſpricht,ſpricht,sprechen,,1515.0,t14228,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
lan,lan,lassen,,1515.0,t14246,3635,13.852737964123886,233,0.8879471652382023,ENHG,4,Upper German,1,lassen,lan,lasen,la,las,no,no,1408679
ſtan,ſtan,aufstehen,,1515.0,t14253,337,1.2842840973616918,221,0.8422159807624151,ENHG,9,Upper German,1,stehen,stan,stet,sta,ste,yes,no,1656734
ſpricht,ſpricht,sprechen,,1515.0,t14270,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
geſchechen,geſchechen,geschehen,,1515.0,t14277,2302,8.772765555271853,50,0.1905466019824468,ENHG,118,Upper German,4,geschehen,geschechen,geschicht,geʃeχ,geʃiχ,yes,no,323529
ſehen,ſehen,sehen,,1515.0,t14283,3059,11.657641109286097,928,3.5365449327942136,ENHG,22,Upper German,1,sehen,sehen,sehen,seh,seh,no,no,2454558
helffent,helffent,helfen,,1515.0,t14285,970,3.696604078459469,6,0.0228655922378936,ENHG,2,Upper German,1,helfen,helfent,hilft,helfen,hilf,yes,no,445173
funden,funden,finden,,1515.0,t14309,2689,10.24759625461599,253,0.9641658060311812,ENHG,38,Upper German,4,finden,funden,vinden,fund,vind,yes,no,2586288
gat,gat,gehen,,1515.0,t14333,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
gat,gat,gehen,,1515.0,t14338,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t14346,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
machen,machen,machen,,1515.0,t14373,5042,19.21471934390994,1318,5.0228084282572985,ENHG,145,Upper German,1,machen,machen,machen,maχ,maχ,no,no,2362953
wiſſent,wiſſent,wissen,,1515.0,t14386,2994,11.409930526708916,34,0.1295716893480638,ENHG,221,Upper German,1,wissen,wisent,wisen,wisen,wis,yes,no,1028366
helffen,helffen,helfen,,1515.0,t14397,970,3.696604078459469,307,1.1699561361722235,ENHG,2,Upper German,1,helfen,helfen,hilft,helf,hilf,yes,no,445173
keme,keme,kommen,,1515.0,t14401,7651,29.15744103535402,81,0.3086854952115638,ENHG,3,Upper German,3,kommen,keme,kumpt,kem,kump,yes,no,2282150
gab,gab,geben,,1515.0,t14417,6017,22.930378082567653,1213,4.622660564094161,ENHG,21,Upper German,2,geben,gab,geben,gab,geb,yes,no,3796581
ſpricht,ſpricht,sprechen,,1515.0,t14427,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſchweren,ſchweren,schwören,,1515.0,t14443,362,1.379557398352915,79,0.301063631132266,ENHG,55,Upper German,1,schwören,schweren,sweren,ʃwer,swer,no,yes,9684
verratten,verratten,verraten,,1515.0,t14445,48,0.1829247379031489,13,0.0495421165154361,ENHG,215,Upper German,4,verraten,veraten,veratest,verat,verat,no,no,26450
ſpricht,ſpricht,sprechen,,1515.0,t14473,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
geben,geben,geben,,1515.0,t14479,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
gibſt,gibſt,geben,,1515.0,t14486,6017,22.930378082567653,44,0.1676810097445532,ENHG,21,Upper German,1,geben,gibst,geben,gib,geb,yes,no,3796581
gend,gend,gehen,,1515.0,t14498,4922,18.757407499152063,40,0.1524372815859574,ENHG,1,Upper German,1,gehen,gend,get,gend,ge,no,yes,1624058
facht,facht,anfechten,,1515.0,t14522,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t14526,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
machē,machē,machen,,1515.0,t14533,5042,19.21471934390994,159,0.605938194304181,ENHG,145,Upper German,1,machen,machē,machen,maχ,maχ,no,no,2362953
gat,gat,gehen,,1515.0,t14573,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
gat,gat,gehen,,1515.0,t14589,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
spricht,spricht,sprechen,,1515.0,t14598,8120,30.94476816194937,97,0.3696604078459469,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
verkoufft,verkoufft,verkaufen,,1515.0,t14601,173,0.6592912428592661,14,0.0533530485550851,ENHG,135,Upper German,4,kaufen,verkouft,kaufen,kouf,kauf,yes,no,141979
ſehen,ſehen,sehen,,1515.0,t14615,3059,11.657641109286097,928,3.5365449327942136,ENHG,22,Upper German,1,sehen,sehen,sehen,seh,seh,no,no,2454558
geſchechē,geſchechē,geschehen,,1515.0,t14621,2302,8.772765555271853,9,0.0342983883568404,ENHG,118,Upper German,4,geschehen,geschechē,geschicht,geʃeχ,geʃiχ,yes,no,323529
kamen,kamen,kommen,,1515.0,t14631,7651,29.15744103535402,378,1.4405323109872985,ENHG,3,Upper German,3,kommen,kamen,kumpt,kam,kump,yes,no,2282150
gelaſſen,gelaſſen,lassen,,1515.0,t14650,3635,13.852737964123886,212,0.8079175924055746,ENHG,4,Upper German,4,lassen,gelasen,lasen,las,las,no,no,1408679
facht,facht,anfechten,,1515.0,t14662,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſingt,ſingt,singen,,1515.0,t14668,530,2.0197939810139367,86,0.3277401554098086,ENHG,192,Upper German,1,singen,singt,singt,sing,sing,no,no,104498
gat,gat,gehen,,1515.0,t14672,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
gat,gat,gehen,,1515.0,t14685,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
kumpt,kumpt,kommen,,1515.0,t14696,7651,29.15744103535402,285,1.0861156312999471,ENHG,3,Upper German,1,kommen,kumpt,kumpt,kump,kump,no,no,2282150
ſingenn,ſingenn,singen,,1515.0,t14700,530,2.0197939810139367,7,0.0266765242775425,ENHG,192,Upper German,1,singen,singen,singt,sing,sing,no,no,104498
gat,gat,gehen,,1515.0,t14712,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t14718,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
bot,bot,bieten,,1515.0,t14738,176,0.670724038978213,49,0.1867356699427979,ENHG,18,Upper German,2,bieten,bot,pieten,bo,piet,yes,yes,168728
ſechen,ſechen,sehen,,1515.0,t14755,3059,11.657641109286097,68,0.2591433786961277,ENHG,22,Upper German,1,sehen,sechen,sehen,seχ,seh,no,yes,2454558
gefange,gefange,anfangen,,1515.0,t14777,185,0.7050224273350534,2,0.0076218640792978,ENHG,19,Upper German,4,anfangen,gefange,vahet,fang,vah,no,yes,75600
ſpricht,ſpricht,sprechen,,1515.0,t14788,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
vˢgeſſen,vˢgeſſen,vergessen,,1515.0,t14794,260,0.9908423303087236,14,0.0533530485550851,ENHG,213,Upper German,1,vergessen,vˢgesen,vergesen,vges,verges,yes,yes,235345
eſſen,eſſen,essen,,1515.0,t14799,1272,4.847505554433448,610,2.3246685441858514,ENHG,102,Upper German,1,essen,esen,esen,es,es,no,no,85741
geſchechen,geſchechen,geschehen,,1515.0,t14820,2302,8.772765555271853,50,0.1905466019824468,ENHG,118,Upper German,4,geschehen,geschechen,geschicht,geʃeχ,geʃiχ,yes,no,323529
ſpricht,ſpricht,sprechen,,1515.0,t14826,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
nemen,nemen,nehmen,,1515.0,t14829,3364,12.819975381379024,837,3.1897501171861604,ENHG,47,Upper German,1,nehmen,nemen,nemen,nem,nem,no,no,1089016
komē,komē,kommen,,1515.0,t14836,7651,29.15744103535402,295,1.1242249516964364,ENHG,3,Upper German,1,kommen,komē,kumpt,kom,kump,yes,no,2282150
treit,treit,tragen,,1515.0,t14846,1310,4.992320971940107,66,0.2515215146168298,ENHG,11,Upper German,1,tragen,treit,tragen,trei,trag,yes,no,518200
nement,nement,nehmen,,1515.0,t14852,3364,12.819975381379024,63,0.240088718497883,ENHG,47,Upper German,1,nehmen,nement,nemen,nemen,nem,yes,no,1089016
gat,gat,gehen,,1515.0,t14863,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
Sprechent,Sprechent,sprechen,,1515.0,t14864,8120,30.94476816194937,6,0.0228655922378936,ENHG,27,Upper German,1,sprechen,sprechent,spricht,spreχen,spriχ,yes,no,559127
eſſen,eſſen,essen,,1515.0,t14885,1272,4.847505554433448,610,2.3246685441858514,ENHG,102,Upper German,1,essen,esen,esen,es,es,no,no,85741
gat,gat,gehen,,1515.0,t14920,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
gan,gan,gehen,,1515.0,t14923,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
nemē,nemē,nehmen,,1515.0,t14925,3364,12.819975381379024,185,0.7050224273350534,ENHG,47,Upper German,1,nehmen,nemē,nemen,nem,nem,no,no,1089016
ſpricht,ſpricht,sprechen,,1515.0,t14931,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
warten,warten,warten,,1515.0,t14955,205,0.7812410681280321,125,0.4763665049561171,ENHG,217,Upper German,1,warten,warten,warten,wart,wart,no,no,120419
leit,leit,liegen,,1515.0,t14958,2283,8.700357846518523,350,1.333826213877128,ENHG,25,Upper German,1,liegen,leit,leit,lei,lei,no,no,1468865
ſehent,ſehent,sehen,,1515.0,t14960,3059,11.657641109286097,55,0.2096012621806915,ENHG,22,Upper German,1,sehen,sehent,sehen,sehen,seh,yes,no,2454558
gat,gat,gehen,,1515.0,t14966,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
kumpt,kumpt,kommen,,1515.0,t14975,7651,29.15744103535402,285,1.0861156312999471,ENHG,3,Upper German,1,kommen,kumpt,kumpt,kump,kump,no,no,2282150
gat,gat,gehen,,1515.0,t14981,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
koment,koment,kommen,,1515.0,t15005,7651,29.15744103535402,97,0.3696604078459469,ENHG,3,Upper German,1,kommen,koment,kumpt,komen,kump,yes,yes,2282150
facht,facht,anfechten,,1515.0,t15006,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t15010,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
näm,näm,nehmen,,1515.0,t15022,3364,12.819975381379024,5,0.0190546601982446,ENHG,47,Upper German,2,nehmen,näm,nemen,näm,nem,yes,yes,1089016
zög,zög,ziehen,,1515.0,t15030,1321,5.034241224376246,4,0.0152437281585957,ENHG,17,Upper German,2,ziehen,zög,ziehen,zög,zieh,yes,yes,301418
ſpricht,ſpricht,sprechen,,1515.0,t15045,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gefallen,gefallen,fallen,,1515.0,t15050,1097,4.180592447494884,353,1.3452590099960748,ENHG,31,Upper German,4,fallen,gefalen,valen,fal,val,no,no,255517
gehört,gehört,gehören,,1515.0,t15056,872,3.323132738573873,13,0.0495421165154361,ENHG,113,Upper German,4,gehören,gehört,geheͦren,gehör,gehor,no,yes,1634344
vertriben,vertriben,vertreiben,,1515.0,t15081,246,0.9374892817536384,52,0.1981684660617447,ENHG,12,Upper German,4,treiben,vertriben,treibt,trib,treib,yes,no,64758
gehört,gehört,gehören,,1515.0,t15096,872,3.323132738573873,13,0.0495421165154361,ENHG,113,Upper German,4,gehören,gehört,geheͦren,gehör,gehor,no,yes,1634344
gat,gat,gehen,,1515.0,t15104,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
git,git,geben,,1515.0,t15108,6017,22.930378082567653,72,0.2743871068547234,ENHG,21,Upper German,1,geben,git,geben,gi,geb,yes,no,3796581
ſitzt,ſitzt,sitzen,,1515.0,t15123,1044,3.97861304939349,51,0.1943575340220958,ENHG,57,Upper German,1,sitzen,sitzt,sitzen,siʦ,siʦ,no,no,171469
gat,gat,gehen,,1515.0,t15132,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t15138,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
leit,leit,liegen,,1515.0,t15149,2283,8.700357846518523,350,1.333826213877128,ENHG,25,Upper German,1,liegen,leit,leit,lei,lei,no,no,1468865
ſagen,ſagen,sagen,,1515.0,t15153,5924,22.575961402880303,1465,5.583015438085693,ENHG,168,Upper German,1,sagen,sagen,sagen,sag,sag,no,no,1558402
funden,funden,finden,,1515.0,t15162,2689,10.24759625461599,253,0.9641658060311812,ENHG,38,Upper German,4,finden,funden,vinden,fund,vind,yes,no,2586288
geſaget,geſaget,sagen,,1515.0,t15166,5924,22.575961402880303,131,0.4992320971940107,ENHG,168,Upper German,4,sagen,gesaget,sagen,sag,sag,no,no,1558402
liſt,liſt,lesen,,1515.0,t15179,948,3.612763573587192,226,0.8612706409606598,ENHG,144,Upper German,1,lesen,list,list,li,li,no,no,654360
gat,gat,gehen,,1515.0,t15195,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
bringt,bringt,bringen,,1515.0,t15203,2168,8.262100661958895,192,0.7316989516125959,ENHG,73,Upper German,1,bringen,bringt,pringt,bring,pring,no,yes,710785
sitzt,sitzt,sitzen,,1515.0,t15219,1044,3.97861304939349,3,0.0114327961189468,ENHG,57,Upper German,1,sitzen,sitzt,sitzen,siʦ,siʦ,no,no,171469
nimpt,nimpt,nehmen,,1515.0,t15238,3364,12.819975381379024,164,0.6249928545024256,ENHG,47,Upper German,1,nehmen,nimpt,nemen,nimp,nem,yes,no,1089016
bricht,bricht,brechen,,1515.0,t15245,428,1.631078912969745,119,0.4535009127182235,ENHG,29,Upper German,1,brechen,bricht,prechen,briχ,preχ,yes,yes,93407
ſpricht,ſpricht,sprechen,,1515.0,t15252,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
kom̄,kom̄,kommen,,1515.0,t15272,7651,29.15744103535402,91,0.3467948156080532,ENHG,3,Upper German,2,kommen,kom̄,kumpt,kom̄,kump,yes,yes,2282150
geſchech,geſchech,geschehen,,1515.0,t15280,2302,8.772765555271853,40,0.1524372815859574,ENHG,118,Upper German,1,geschehen,geschech,geschicht,geʃeχ,geʃiχ,yes,no,323529
vergeben,vergeben,vergeben,,1515.0,t15299,219,0.8345941166831172,116,0.4420681165992767,ENHG,21,Upper German,1,geben,vergeben,geben,geb,geb,no,no,3796581
eſſen,eſſen,essen,,1515.0,t15325,1272,4.847505554433448,610,2.3246685441858514,ENHG,102,Upper German,1,essen,esen,esen,es,es,no,no,85741
eſſen,eſſen,essen,,1515.0,t15342,1272,4.847505554433448,610,2.3246685441858514,ENHG,102,Upper German,1,essen,esen,esen,es,es,no,no,85741
gegeben,gegeben,geben,,1515.0,t15391,6017,22.930378082567653,483,1.8406801751504367,ENHG,21,Upper German,4,geben,gegeben,geben,gegeb,geb,yes,yes,3796581
gedencken,gedencken,gedenken,,1515.0,t15408,617,2.3513450684633943,204,0.7774301360883832,ENHG,74,Upper German,1,denken,gedencken,gedencken,denk,denk,no,no,360868
nimpt,nimpt,nehmen,,1515.0,t15413,3364,12.819975381379024,164,0.6249928545024256,ENHG,47,Upper German,1,nehmen,nimpt,nemen,nimp,nem,yes,no,1089016
geſchicht,geſchicht,geschehen,,1515.0,t15457,2302,8.772765555271853,394,1.501507223621681,ENHG,118,Upper German,1,geschehen,geschicht,geschicht,geʃiχ,geʃiχ,no,no,323529
nement,nement,nehmen,,1515.0,t15471,3364,12.819975381379024,63,0.240088718497883,ENHG,47,Upper German,1,nehmen,nement,nemen,nemen,nem,yes,no,1089016
Sitzen,Sitzen,sitzen,,1515.0,t15503,1044,3.97861304939349,3,0.0114327961189468,ENHG,57,Upper German,1,sitzen,sitzen,sitzen,siʦ,siʦ,no,no,171469
nimpt,nimpt,nehmen,,1515.0,t15505,3364,12.819975381379024,164,0.6249928545024256,ENHG,47,Upper German,1,nehmen,nimpt,nemen,nimp,nem,yes,no,1089016
nimpt,nimpt,nehmen,,1515.0,t15516,3364,12.819975381379024,164,0.6249928545024256,ENHG,47,Upper German,1,nehmen,nimpt,nemen,nimp,nem,yes,no,1089016
gat,gat,gehen,,1515.0,t15541,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
ſpricht,ſpricht,sprechen,,1515.0,t15570,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
behütten,behütten,behüten,,1515.0,t15580,57,0.2172231262599893,2,0.0076218640792978,ENHG,44,Upper German,1,hüten,behüten,behüten,hüt,hüt,yes,yes,1180
ſpricht,ſpricht,sprechen,,1515.0,t15589,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t15613,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t15633,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t15655,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t15675,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t15731,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſitzt,ſitzt,sitzen,,1515.0,t15749,1044,3.97861304939349,51,0.1943575340220958,ENHG,57,Upper German,1,sitzen,sitzt,sitzen,siʦ,siʦ,no,no,171469
leit,leit,liegen,,1515.0,t15759,2283,8.700357846518523,350,1.333826213877128,ENHG,25,Upper German,1,liegen,leit,leit,lei,lei,no,no,1468865
facht,facht,anfechten,,1515.0,t15772,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t15777,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
wiſſent,wiſſent,wissen,,1515.0,t15778,2994,11.409930526708916,34,0.1295716893480638,ENHG,221,Upper German,1,wissen,wisent,wisen,wisen,wis,yes,no,1028366
verſtan,verſtan,verstehen,,1515.0,t15790,870,3.315510874494575,77,0.2934417670529681,ENHG,9,Upper German,1,verstehen,verstan,stet,versta,ste,yes,yes,1656734
ſprechent,ſprechent,sprechen,,1515.0,t15792,8120,30.94476816194937,108,0.4115806602820852,ENHG,27,Upper German,1,sprechen,sprechent,spricht,spreχen,spriχ,yes,no,559127
gewäſchen,gewäſchen,waschen,,1515.0,t15809,151,0.5754507379869894,1,0.0038109320396489,ENHG,218,Upper German,4,waschen,gewäschen,waschen,wäʃ,waʃ,no,yes,8207
geben,geben,geben,,1515.0,t15835,6017,22.930378082567653,2282,8.696546914478875,ENHG,21,Upper German,1,geben,geben,geben,geb,geb,no,no,3796581
beſitzen,beſitzen,besitzen,,1515.0,t15852,181,0.6897786991764575,47,0.1791138058635,ENHG,57,Upper German,1,besitzen,besitzen,sitzen,besiʦ,siʦ,yes,no,171469
genänt,genänt,nennen,,1515.0,t15873,2245,8.555542429011863,1,0.0038109320396489,ENHG,153,Upper German,4,nennen,genänt,nenen,nän,nen,yes,yes,1089707
halten,halten,halten,,1515.0,t15884,2619,9.980831011840566,942,3.5898979813492984,ENHG,24,Upper German,1,halten,halten,halt,halt,hal,no,no,748357
ſagen,ſagen,sagen,,1515.0,t15899,5924,22.575961402880303,1465,5.583015438085693,ENHG,168,Upper German,1,sagen,sagen,sagen,sag,sag,no,no,1558402
ſpricht,ſpricht,sprechen,,1515.0,t15940,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
leit,leit,liegen,,1515.0,t15946,2283,8.700357846518523,350,1.333826213877128,ENHG,25,Upper German,1,liegen,leit,leit,lei,lei,no,no,1468865
verraten,verraten,verraten,,1515.0,t15957,48,0.1829247379031489,13,0.0495421165154361,ENHG,215,Upper German,4,verraten,veraten,veratest,verat,verat,no,no,26450
ſpricht,ſpricht,sprechen,,1515.0,t15971,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t16000,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
liſt,liſt,lesen,,1515.0,t16005,948,3.612763573587192,226,0.8612706409606598,ENHG,144,Upper German,1,lesen,list,list,li,li,no,no,654360
bit,bit,bitten,,1515.0,t16008,1532,5.838347884742172,160,0.6097491263438299,ENHG,67,Upper German,1,bitten,bit,bit,bi,bi,no,no,947818
began,began,begehen,,1515.0,t16021,248,0.9451111458329364,56,0.2134121942203404,ENHG,1,Upper German,1,gehen,began,get,ga,ge,yes,no,1624058
nimpt,nimpt,nehmen,,1515.0,t16028,3364,12.819975381379024,164,0.6249928545024256,ENHG,47,Upper German,1,nehmen,nimpt,nemen,nimp,nem,yes,no,1089016
ſpricht,ſpricht,sprechen,,1515.0,t16045,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
ſpricht,ſpricht,sprechen,,1515.0,t16065,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
verratten,verratten,verraten,,1515.0,t16076,48,0.1829247379031489,13,0.0495421165154361,ENHG,215,Upper German,4,verraten,veraten,veratest,verat,verat,no,no,26450
nemē,nemē,nehmen,,1515.0,t16090,3364,12.819975381379024,185,0.7050224273350534,ENHG,47,Upper German,1,nehmen,nemē,nemen,nem,nem,no,no,1089016
facht,facht,anfechten,,1515.0,t16096,95,0.362038543766649,97,0.3696604078459469,ENHG,20,Upper German,2,fechten,facht,vicht,faχ,viχ,yes,no,3324
ſpricht,ſpricht,sprechen,,1515.0,t16101,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
gan,gan,gehen,,1515.0,t16112,4922,18.757407499152063,646,2.461862097613213,ENHG,1,Upper German,1,gehen,gan,get,ga,ge,yes,no,1624058
leit,leit,liegen,,1515.0,t16114,2283,8.700357846518523,350,1.333826213877128,ENHG,25,Upper German,1,liegen,leit,leit,lei,lei,no,no,1468865
geborn,geborn,gebären,,1515.0,t16140,948,3.612763573587192,297,1.1318468157757342,ENHG,110,Upper German,4,gebären,geborn,gepirt,gebor,gepir,yes,yes,254788
gat,gat,gehen,,1515.0,t16148,4922,18.757407499152063,342,1.3033387575599364,ENHG,1,Upper German,1,gehen,gat,get,ga,ge,yes,no,1624058
spricht,spricht,sprechen,,1515.0,t16156,8120,30.94476816194937,97,0.3696604078459469,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
enpfangen,enpfangen,empfangen,,1515.0,t16170,664,2.530458874326894,45,0.1714919417842021,ENHG,81,Upper German,4,empfangen,enpfangen,enphahend,enfang,enfah,no,yes,56310
Luͦg,Luͦg,lügen,,1515.0,t16171,211,0.8041066603659256,12,0.0457311844757872,ENHG,25,Upper German,1,lügen,luͦg,leit,lug,lei,yes,yes,1468865
fällen,fällen,fallen,,1515.0,t16188,1097,4.180592447494884,1,0.0038109320396489,ENHG,31,Upper German,1,fallen,fälen,valen,fäl,val,no,yes,255517
ſpricht,ſpricht,sprechen,,1515.0,t16199,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1,sprechen,spricht,spricht,spriχ,spriχ,no,no,559127
